,latitude,longitude,date,float_id,temp_mean,temp_median,temp_std_dev,salinity_mean,salinity_max,pressure_max
300,-61.04876,100.84996,2025-01-04,b'6039                            ',1.0245321,1.1255,0.7858371,34.589294,34.7394,4570.0
301,-29.849,93.893,2025-01-04,b'8717                            ',10.308381,9.948,3.7426043,34.886517,35.97008,1998.08
302,5.43165,64.22889,2025-01-04,b'7324                            ',12.721786,10.796,5.375626,35.276432,36.197,995.28
304,-67.14871808059068,37.37511274563755,2025-01-04,b'9135                            ',0.37003195,0.47155,0.74664,34.641964,34.7105,1998.0
305,-38.795,117.119,2025-01-04,b'7770                            ',9.909373,9.5795,2.5426626,34.75826,35.294,1599.47
306,-12.314,88.446,2025-01-04,b'8654                            ',10.770737,8.149,6.516988,34.72171,35.12466,1997.57
307,-43.69436,96.61415333333333,2025-01-04,b'AI2600-20DE035                  ',5.9299636,4.321,3.3158941,34.559906,34.91862,2021.6
308,-38.48151,59.35238,2025-01-04,b'8734                            ',7.4016542,5.743,4.4144015,34.7063,35.36602,2005.2
311,-25.4001,68.379,2025-01-04,b'1323                            ',8.722689,6.2124996,6.33065,34.846973,35.708,1961.64
312,-39.340158333333335,138.66913,2025-01-04,b'AI2600-23AU116                  ',6.0454164,4.713,3.4687612,34.597847,34.996,2017.4
313,2.2698,54.8206,2025-01-04,b'1484                            ',11.659716,10.03,4.6138535,35.116104,35.513,1998.38
314,9.433333333333334,66.8,2025-01-05,b'23040                           ',16.769938,13.073,7.7017083,35.66924,36.615,1014.5
315,-44.82051833333333,132.606865,2025-01-05,b'AI2600-22AU009                  ',6.1393914,5.531,3.015593,34.53625,34.752,1987.1
317,-15.976556666666667,74.95270833333333,2025-01-05,b'AI2600-22AU024                  ',7.667353,5.082,6.340255,34.766285,35.572,2021.0
318,-14.87544,87.24097,2025-01-05,b'8864                            ',7.8241973,5.4335003,6.448113,34.731766,35.34108,1999.92
320,-41.397,137.3445,2025-01-05,b'1072                            ',6.3333335,5.838,3.0910287,34.5641,34.828,1998.62
322,-34.2913,78.8111,2025-01-05,b'9786                            ',10.867452,10.935,3.0871913,34.89445,35.50101,1600.02
323,-0.1678,65.5261,2025-01-05,b'1501                            ',11.717015,10.099,5.5260525,35.03514,35.29394,1949.86
324,-46.517,87.001,2025-01-05,b'8870                            ',6.4778857,6.086,2.3738148,34.4038,34.753,1998.45
325,-63.42375564575195,108.0101547241211,2025-01-05,b'9752                            ',0.7108597,0.77639997,0.5471975,34.649506,34.7176,1998.1
326,-49.761541666666666,94.46084166666667,2025-01-05,b'AI2600-18DE013                  ',4.032073,2.9365,1.889411,34.411667,34.75,1982.5
328,-54.6386,35.2981,2025-01-05,b'10061                           ',1.821649,1.87369,0.44211966,34.608044,34.76518,1998.452
329,-42.9089,43.2972,2025-01-05,b'9608                            ',4.57172,3.7790499,2.0556133,34.251453,34.7697,1998.15
330,-6.6393,41.21,2025-01-05,b'0825                            ',8.612856,6.9255,5.53665,34.909756,35.266,1999.28
333,-26.360016666666667,81.22613666666666,2025-01-05,b'AI2600-23AU107                  ',8.203868,5.3135004,6.0215898,34.839474,35.852,1999.2
334,-49.35755666666667,61.723573333333334,2025-01-05,b'AI2600-17EU017                  ',3.0927513,2.672,1.0730858,34.329502,34.779,1992.0
335,-27.6871,78.1096,2025-01-05,b'1216                            ',9.168248,8.865,5.1678333,34.834743,35.919,1999.87
336,-38.759,117.168,2025-01-05,b'7770                            ',9.884394,9.652,2.4893208,34.74953,35.246,1599.17
337,-60.23110666666667,26.418326666666665,2025-01-05,b'AI2600-23DE009                  ',1.0069152,1.024,0.4928168,34.501217,34.717,1982.9
338,-45.137,85.065,2025-01-05,b'9178                            ',5.745918,5.469,1.8701795,34.262135,34.67083,1600.15
339,-38.2937,46.5487,2025-01-05,b'9609                            ',9.113207,8.9435,3.911806,34.73227,35.4702,1997.61
341,-46.20117,132.81265,2025-01-05,b'8891                            ',5.8957424,5.013,2.904632,34.521957,34.69156,2001.92
343,-35.4491,87.0668,2025-01-05,b'0907                            ',7.0494695,5.662,4.012388,34.672546,35.1866,1987.4
345,-23.685158333333334,99.02996,2025-01-05,b'AI2632-24DE008                  ',9.78909,6.642,7.0821447,34.98236,35.841,2027.4
346,-35.0034,122.4491,2025-01-05,b'9782                            ',9.815747,9.642,3.145893,34.779594,35.60007,1699.41
347,-49.287108333333336,60.02952666666667,2025-01-05,b'AI2600-19DE041                  ',3.1177773,2.563,1.2252257,34.313637,34.761,1984.3
348,13.05,82.46666666666667,2025-01-05,b'23012                           ',11.00536,8.823,7.5405326,34.548176,35.074,2013.4
350,-1.4,79.96666666666667,2025-01-05,b'24003                           ',11.875666,8.7955,8.8679695,34.926178,35.18939,1982.3
351,7.766666666666667,66.31666666666666,2025-01-05,b'23038                           ',12.371825,9.459,8.6937475,35.258263,36.251,2012.9
352,7.616666666666667,87.4,2025-01-05,b'23010                           ',11.836646,8.526,8.736333,34.72296,35.11,1988.1
353,-30.71599,59.7055,2025-01-05,b'12046                           ',7.3462086,3.161,6.7822165,34.925728,35.77201,4098.8
354,-41.7448,55.367,2025-01-05,b'9610                            ',10.948287,11.4807,4.0812182,34.93223,35.5804,1998.54
355,1.4566616666666667,80.85076166666667,2025-01-05,b'P41305-23IN004                  ',15.0320215,11.035,9.613895,34.936417,35.179,1966.8
357,-64.58583,49.44736833333333,2025-01-05,b'AI2632-23AU003                  ',0.718976,1.041,0.80110353,34.613922,34.722,1961.7
358,-42.7156,76.5208,2025-01-05,b'9611                            ',7.312959,6.8659496,2.942468,34.508984,35.0074,1996.35
359,-66.2198,144.6031,2025-01-05,b'9494                            ',-1.5087007,-1.58,0.2351763,34.381287,34.50761,276.42
360,-63.68,107.897,2025-01-05,b'36                              ',0.38607544,0.28985,0.57378095,34.66057,34.72805,3314.4
361,6.908276666666667,68.84723333333334,2025-01-05,b'P41305-23IN003                  ',15.444736,11.801,9.451065,35.410618,36.43,1960.1
362,-27.86201,76.65329,2025-01-05,b'8717                            ',8.048486,5.611,5.6039934,34.815968,35.9304,2005.4
363,-53.21784,33.74309,2025-01-05,b'8448                            ',2.209032,2.184,0.36786297,34.450245,34.74338,1111.28
364,14.820655,64.12618333333333,2025-01-05,b'P41305-23IN002                  ',15.197054,12.603,7.922708,35.718548,36.676,1964.8
365,-35.27962,34.58519,2025-01-05,b'8718                            ',9.037342,7.746,5.4829464,34.88466,35.6388,2009.72
367,-59.407446666666665,77.62787666666667,2025-01-05,b'AI2600-22AU003                  ',1.3884366,1.531,0.6186351,34.63676,34.737,1159.2
368,-63.81361166666667,65.09245,2025-01-05,b'AI2600-18EU013                  ',0.871323,1.196,1.1194345,34.47935,34.7322,2002.9
369,-56.3317,25.6794,2025-01-05,b'8991                            ',0.93972445,0.8928,0.4799799,34.573383,34.6961,1992.77
370,-7.141,67.9882,2025-01-05,b'1596                            ',7.3543334,5.977,4.65409,34.828617,35.147,1976.26
371,12.267,87.494,2025-01-05,b'P32800-19CH016                  ',11.968395,8.528,8.734724,34.81801,35.03992,1984.3
373,7.293422,64.813896,2025-01-05,b'557260                          ',8.901097,7.7998,5.4770617,35.13466,36.24867,1997.1
374,-34.38,67.634,2025-01-05,b'8809                            ',11.369943,11.734,3.466588,34.987507,35.58905,1998.93
375,-11.208148333333334,48.548161666666665,2025-01-05,b'AI3500-22FR003                  ',11.137949,8.75,7.6413417,34.848186,35.37263,2016.9
376,-65.964425,107.95694333333333,2025-01-05,b'AI2600-23AU001                  ',-1.7294859,-1.837,0.36727893,34.460052,34.575,659.0
378,-62.9480596,102.2932641,2025-01-05,b'12074                           ',0.55703944,0.725,0.68033457,34.586452,34.72674,2803.2
379,-42.506,96.324,2025-01-05,b'0922                            ',6.3593845,4.9715,3.424756,34.58754,34.913,2000.92
380,-31.912,91.8829,2025-01-05,b'0908                            ',6.200843,3.941,4.8037405,34.7448,36.099,1998.13
388,-45.164278333333336,88.02423,2025-01-05,b'AI2600-20DE024                  ',4.3812633,3.274,2.1932917,34.44537,34.728,1977.3
389,-42.521433333333334,95.25065666666667,2025-01-05,b'AI2600-20DE030                  ',6.3011265,4.765,3.4901395,34.594383,34.93,2001.0
390,-32.03157,48.605403333333335,2025-01-05,b'AI2600-22DE001                  ',11.280868,12.387,6.576907,35.047356,35.671,2015.9
391,-45.34567,38.83514666666667,2025-01-05,b'AI2600-20DE025                  ',3.5629582,2.897,1.5434991,34.40992,34.767,2016.5
392,-32.667,63.323,2025-01-05,b'8608                            ',7.4432635,5.4702,4.663782,34.779823,35.487,2015.5
393,-24.68034,103.48039,2025-01-05,b'7782                            ',7.6697273,4.902,5.8690124,34.80886,35.799,2004.08
395,-11.9652,58.1473,2025-01-05,b'1448                            ',11.650219,9.4615,6.2468038,34.8842,35.55029,1801.49
396,-38.72404,108.03798,2025-01-05,b'8477                            ',6.6048217,5.085,3.7673175,34.61761,35.1766,2005.04
397,-19.06267,71.17609,2025-01-05,b'8869                            ',8.486471,4.7855,6.8352194,34.84743,35.76144,2004.08
398,-34.59,33.2281,2025-01-05,b'1079                            ',8.278349,6.33,5.373642,34.798073,35.654,1948.99
399,-44.2752,114.8975,2025-01-05,b'1059                            ',6.3321085,5.59,3.1636305,34.561493,34.77324,2003.78
401,-16.369165,64.739605,2025-01-06,b'AI2600-22AU025                  ',7.9052296,5.4154997,6.4548798,34.815475,35.658,2007.3
402,-29.151643333333332,43.63856666666667,2025-01-06,b'AI2600-24DE005                  ',11.033158,10.07,7.329699,34.98289,35.644,1992.6
403,23.983795,62.920496666666665,2025-01-06,b'AI2600-21FR122                  ',12.881709,11.966499,5.907809,35.773922,36.652,2000.8
404,-5.681546666666667,50.91607333333333,2025-01-06,b'AD2700-19FR004                  ',7.912199,7.091,6.2927938,34.85686,35.16506,3970.9
405,6.3659,67.6871,2025-01-06,b'1497                            ',8.914642,7.399,5.7260175,35.07446,35.81,1988.91
407,-44.9931,84.3027,2025-01-06,b'8981                            ',6.030257,5.4854,2.4595304,34.38395,34.7392,1994.88
408,-18.62003,101.02764,2025-01-06,b'8867                            ',7.7485237,5.249,6.1834702,34.788994,35.79115,2004.0
410,-62.330013275146484,81.2393569946289,2025-01-06,b'8457                            ',1.3383179,1.4556501,0.61700845,34.667873,34.7401,1685.6
411,-65.98043823242188,88.02603912353516,2025-01-06,b'10359                           ',-1.8573083,-1.87,0.06512976,34.386406,34.4301,604.75
412,-43.359,132.108,2025-01-06,b'8725                            ',8.98975,9.256,1.6429204,28.400665,28.58,1598.96
413,-26.7285,57.647,2025-01-06,b'1209                            ',9.942549,9.268,5.8374147,34.865143,35.692,1949.04
414,-26.00705,58.06783,2025-01-06,b'8873                            ',7.898568,5.645,5.7733,34.81382,35.734,2002.0
415,-55.8164,20.0226,2025-01-06,b'10059                           ',0.35808203,0.327635,0.29528153,34.632954,34.69579,1998.467
416,-63.05995559692383,102.77335357666016,2025-01-06,b'9292                            ',0.8388859,0.87735,0.4927105,34.665493,34.72829,1997.91
417,-64.60062432403589,96.9259798454834,2025-01-06,b'10358                           ',-1.8219849,-1.8341,0.05276169,34.379333,34.4657,547.22
418,-38.58922833333333,60.422355,2025-01-06,b'AI2600-19DE039                  ',9.866077,11.4165,5.238216,34.921898,35.441,2021.6
419,12.00032,46.344678333333334,2025-01-06,b'AI2600-21FR121                  ',13.721371,13.7225,5.3227334,35.816677,36.45,1897.2
420,-22.79578,56.64247,2025-01-06,b'8870                            ',8.901182,5.914,6.892129,34.83866,35.61227,2002.0
421,-40.657875061035156,118.27554321289062,2025-01-06,b'9035                            ',6.1948376,5.2418003,3.273553,34.562973,34.8375,1987.25
422,-27.764593333333334,76.88943333333333,2025-01-06,b'AI2600-22AU014                  ',7.8289466,5.311,5.4250345,34.796406,35.8,2021.2
423,-47.325,103.574,2025-01-06,b'9248                            ',5.727914,5.1095,2.1605625,34.371822,34.64417,1499.55
424,-65.63488006591797,68.1324234008789,2025-01-06,b'9032                            ',0.34958196,0.4094,0.55979705,34.651283,34.70285,1997.85
425,-32.70875,47.13092,2025-01-06,b'8730                            ',8.525815,7.169,5.3174767,28.899479,29.5811,2005.32
426,-38.809,97.482,2025-01-06,b'7268                            ',9.824832,10.188,2.4126668,34.745644,34.98893,1948.86
428,-32.0301,69.9477,2025-01-06,b'9708                            ',11.60578,11.6925,3.6070824,35.000477,35.74367,1699.19
429,-57.767995,21.6167,2025-01-06,b'20016                           ',0.61769336,0.488,0.52516586,34.51864,34.691,2015.6
430,-63.26483693713392,55.99120305956298,2025-01-06,b'AI2600-19DE043                  ',1.0952153,1.1324999,0.68870324,34.54209,34.729,2030.6
433,-23.459493333333334,102.24989,2025-01-06,b'AI2632-24DE009                  ',9.533836,5.984,6.967581,34.951572,35.781,2037.3
434,-37.9329,113.8138,2025-01-06,b'1065                            ',6.6280265,5.9344997,3.4791994,34.597565,34.99872,1948.66
435,-4.266666666666667,77.35,2025-01-06,b'24007                           ',10.908457,7.788,8.177757,34.79596,35.18742,2005.1
437,-0.7833333333333333,84.65,2025-01-06,b'23026                           ',12.060699,8.667,9.421383,34.859505,35.12794,2007.4
438,-3.466666666666667,63.016666666666666,2025-01-06,b'23028                           ',10.693242,8.319,7.788439,34.90442,35.202,2012.1
439,9.916666666666666,67.43333333333334,2025-01-06,b'23039                           ',12.2266655,9.9255,8.202745,35.385746,36.606,1986.4
441,17.206981666666668,69.05862833333333,2025-01-06,b'P41305-23IN001                  ',15.358264,12.803,7.8168135,35.37101,35.599,1972.4
442,-34.26045,98.69303,2025-01-06,b'8890                            ',6.793791,5.05,4.049237,34.674026,35.24447,2006.08
443,-56.13461685180664,131.3806610107422,2025-01-06,b'8831                            ',2.0123284,2.06455,0.4714628,34.580544,34.7474,1989.55
444,-43.8511,61.0665,2025-01-06,b'7023                            ',9.375508,11.321,4.3387313,34.83549,35.339,1898.9
445,-62.321873333333336,35.980175,2025-01-06,b'AI2632-19EU037                  ',0.780448,0.907,0.76499116,34.551445,34.72472,1987.5
446,-20.486,92.798,2025-01-06,b'7638                            ',12.164583,10.264,6.339003,34.968544,35.80155,1999.55
447,3.3135,80.7019,2025-01-06,b'1472                            ',12.5471,10.398,6.56118,35.06001,35.36901,1949.68
449,-37.9569,92.7995,2025-01-06,b'9540                            ',10.023704,10.379,2.3056295,34.776485,35.04972,1699.62
450,-3.1056,58.2726,2025-01-06,b'1593                            ',7.6785445,6.4445,5.1152115,34.868668,35.197,2021.48
452,-27.10022,76.0673,2025-01-06,b'8871                            ',8.33366,5.64,6.085279,34.830482,35.75565,2010.08
453,23.058578333333333,59.26593166666667,2025-01-06,b'AI2600-21FR123                  ',14.72649,13.481501,5.780098,35.912315,36.673,1337.2
455,-28.25942,67.08316,2025-01-06,b'12048                           ',5.813815,2.073,6.2681794,34.854187,35.78103,4154.9
457,-25.5069,56.3413,2025-01-06,b'1210                            ',8.751765,6.232,6.4804173,34.725235,35.554,1969.55
459,-66.06793212890625,107.468017578125,2025-01-06,b'9291                            ',-1.7889892,-1.88885,0.2998519,34.490288,34.573,707.31
461,-7.311595,49.017425,2025-01-06,b'AD2700-20FR012                  ',7.6751804,6.51,6.0844927,34.84955,35.15011,3958.1
462,19.020355,61.46277,2025-01-06,b'AI2600-20FR017                  ',12.68229,11.876,5.8534317,35.657066,36.4163,1996.2
467,-28.65788,51.80445,2025-01-06,b'8725                            ',8.01704,5.9195004,5.627974,28.574709,29.2636,2003.72
468,-66.495345,110.30509166666667,2025-01-06,b'AI2600-24AU023                  ',-1.7756143,-1.864,0.25980318,34.487156,34.577,1962.9
469,-51.30094833333333,63.388025,2025-01-06,b'AI2600-20DE022                  ',2.5635457,2.464,0.6437685,34.482105,34.759,2007.6
470,-23.6716,99.138,2025-01-06,b'9533                            ',11.697757,10.1189995,5.5487733,34.972614,35.836,1997.17
471,-42.409,143.344,2025-01-06,b'8691                            ',9.358458,9.322,2.284227,34.72758,35.07511,1599.14
472,-23.17591,77.14293,2025-01-06,b'8872                            ',8.289552,5.075,6.3730636,34.8341,35.7478,2002.08
474,-25.034081666666665,110.6419,2025-01-06,b'AI2600-24AU001                  ',7.8051205,4.8635,6.1756186,34.798954,35.81438,2005.3
475,-44.2503,66.9287,2025-01-06,b'9201                            ',6.880259,6.6132,2.7797854,34.45278,34.825,1997.96
476,-61.396,113.027,2025-01-06,b'36                              ',1.3494489,1.409,0.55201584,34.681984,34.76435,2206.98
477,-52.19054,96.87589,2025-01-06,b'12072                           ',2.302519,2.349,0.93597203,34.52749,34.74691,3950.7
478,-36.088,117.571,2025-01-06,b'7402                            ',9.460717,9.588,2.96776,34.7043,35.16963,1997.69
479,-60.14032238095238,48.498711088435364,2025-01-06,b'AI2600-20DE032                  ',1.3168222,1.396,0.5419633,34.6233,34.733,2007.6
480,-15.6492,96.4508,2025-01-06,b'1336                            ',7.503494,5.214,5.9609528,34.78554,35.726,1999.3
485,8.62321,58.52494,2025-01-06,b'7818                            ',8.993879,8.0015,5.2312446,35.159622,35.746,2005.72
486,-64.6535,127.2105,2025-01-06,b'9492                            ',0.44022486,0.698,0.69806856,34.58974,34.70145,1599.37
487,-33.10617333333333,107.14747166666666,2025-01-07,b'AI2600-22AU007                  ',6.5760303,4.1735,4.5434113,34.716736,36.029,1971.1
489,-33.37598833333333,104.78142,2025-01-07,b'AI2600-22AU006                  ',7.044011,4.703,4.696799,34.739872,35.876,1985.2
490,-35.169,108.214,2025-01-07,b'7265                            ',11.032507,10.054,3.9278893,34.938442,35.94398,1744.33
491,-44.825855,56.02598833333333,2025-01-07,b'AI2600-20DE018                  ',3.6930978,2.932,1.8708097,34.435005,34.756,1972.1
492,-36.45339,106.64515,2025-01-07,b'8858                            ',8.742395,8.738,4.3650565,34.777843,35.9025,1428.0
494,-25.37224,56.17529,2025-01-07,b'6107                            ',7.2650766,3.8865,6.7907515,35.285988,36.14608,5086.5
495,-25.37451,56.17439,2025-01-07,b'6107                            ',12.79437,12.6,7.80657,35.62844,36.13108,4675.6
496,-42.11484,114.01381,2025-01-07,b'8892                            ',6.3899117,5.507,3.3510711,34.5752,34.8182,2001.8
498,-31.353,60.077,2025-01-07,b'9177                            ',11.986707,12.261,3.4003034,35.05357,35.61892,1599.22
499,-39.383975,25.734131666666666,2025-01-07,b'AI2632-24DE003                  ',7.132968,4.634,5.0212536,34.74783,35.425,1989.2
500,-40.04505833333333,30.45628333333333,2025-01-07,b'AI2632-24DE001                  ',9.930709,8.0875,6.7545466,34.884502,35.576,2006.0
501,-57.831607818603516,96.6539535522461,2025-01-07,b'9753                            ',1.4881042,1.5484,0.46564886,34.631363,34.7356,1996.05
502,11.9429,49.2465,2025-01-07,b'5024                            ',13.933445,14.289,5.5833497,35.753963,36.272,2003.6
503,-0.9164,66.6801,2025-01-07,b'1292                            ',8.236198,6.648,5.4093223,34.948986,35.266,1980.49
504,3.7203,53.0463,2025-01-07,b'0840                            ',9.198064,7.9815,4.6228657,35.088745,35.446,1998.26
505,-20.92214584350586,104.92769622802734,2025-01-07,b'9293                            ',7.567517,4.9924,5.88647,34.810177,35.7281,1995.62
506,-62.75065231323242,104.88358306884766,2025-01-07,b'8838                            ',1.0203131,1.0953,0.4885101,34.66578,34.7374,1987.72
508,-35.4433,95.1654,2025-01-07,b'1078                            ',7.099297,5.932,3.9572682,34.66218,35.188,1948.62
509,-24.4769,56.1811,2025-01-07,b'1488                            ',13.887648,12.366,6.093982,35.05991,35.647,2000.1
513,-53.18294,75.08764833333333,2025-01-07,b'AI2600-23AU118                  ',2.3263905,2.379,0.35892835,34.30648,34.66,927.5
514,-51.93380666666667,101.18785,2025-01-07,b'AI2600-16FR101                  ',2.7487879,2.6135,0.9289712,34.376263,34.75,2026.3
515,-22.912900924682617,109.5327377319336,2025-01-07,b'9297                            ',11.043337,8.867,6.659376,34.894012,35.7401,1992.79
517,0.03333333333333333,77.81666666666666,2025-01-07,b'23024                           ',11.991614,8.618,9.151797,34.818558,35.20783,1962.4
519,-20.0468,67.6786,2025-01-07,b'1207                            ',8.577979,4.9195004,6.6270804,34.85477,35.697,1968.94
520,13.016666666666667,69.96666666666667,2025-01-07,b'23020                           ',12.311715,10.0725,8.015629,35.35754,36.305,2002.2
523,-67.98625183105469,77.4904556274414,2025-01-07,b'9755                            ',-1.6080682,-1.8558,0.6867224,34.476837,34.5646,413.66
524,-42.6935,118.4557,2025-01-07,b'1050                            ',7.4936757,8.4405,2.7967923,34.551975,34.83457,1948.72
525,-43.5535,35.0494,2025-01-07,b'0740                            ',4.084063,3.2785,1.8977917,34.445812,34.789,2005.56
526,-23.698313333333335,87.90666666666667,2025-01-07,b'P43244-24DE002                  ',12.976684,11.7155,7.0724883,35.09623,35.814,1981.6
527,-31.1372,109.4611,2025-01-07,b'9792                            ',9.955482,9.495501,4.4517775,34.84347,35.91496,1499.03
528,-45.15184333333333,51.777025,2025-01-07,b'AI2600-19DE002                  ',3.3083541,2.554,1.7392887,34.37045,34.765,1978.9
529,-23.359736666666667,73.30955,2025-01-07,b'AI2632-24DE007                  ',10.2695875,8.228,7.256588,34.9737,35.746,1991.2
532,-28.118,83.018,2025-01-07,b'8868                            ',11.798327,10.878,4.8087564,35.043774,36.02779,1999.02
535,-65.60118103027344,106.71089172363281,2025-01-07,b'9754                            ',-1.7878752,-1.8879,0.39525896,34.496174,34.5799,721.0
536,-38.713,117.184,2025-01-07,b'7770                            ',9.919665,9.78,2.515499,34.75381,35.274,1599.31
537,-48.524,112.24,2025-01-07,b'7957                            ',4.076785,2.962,1.9294777,34.41252,34.74384,2000.6
538,-31.770996666666665,30.317175,2025-01-07,b'AD2700-20FR008                  ',11.708836,11.9,8.083297,35.063114,35.61519,2953.4
541,-37.13317166666667,30.339591666666667,2025-01-07,b'AI2600-21DE029                  ',9.21186,7.692,5.7197237,34.86878,35.579,2010.7
542,-23.023288333333333,49.79074166666667,2025-01-07,b'AI2632-24DE005                  ',9.7407,6.519,7.5320544,34.928516,35.641,2036.9
543,-12.2074,84.5777,2025-01-07,b'0805                            ',7.8639627,5.623,6.2371216,34.731518,35.491,1998.34
544,-35.44863,102.70092,2025-01-07,b'8475                            ',6.6996727,4.865,4.0644336,34.66103,35.4158,2003.44
545,-37.9221,105.4485,2025-01-07,b'0794                            ',6.6069455,5.698,3.4675498,34.602,34.9126,1999.46
546,-45.36553,93.30284,2025-01-07,b'7642                            ',4.375879,3.179,2.2904096,34.47812,34.73109,2006.24
547,-27.85741,66.54203,2025-01-07,b'8875                            ',7.74135,5.5474997,5.540655,34.800533,35.76383,2004.08
548,-36.9025,102.499,2025-01-07,b'1053                            ',6.551796,4.621,4.0143414,34.67452,35.471,2005.32
549,-29.431325,112.742005,2025-01-07,b'AI2600-24AU010                  ',7.047959,4.3605003,5.4035015,34.772377,35.92158,2005.5
550,-63.795,21.427,2025-01-07,b'9179                            ',0.74692875,0.879,0.6323213,34.62158,34.70494,1898.98
552,-66.02823638916016,95.21514892578125,2025-01-07,b'10343                           ',-1.5947714,-1.8069,0.53367317,34.39675,34.457,709.19
553,-26.963,68.702,2025-01-07,b'8861                            ',12.466414,11.577499,5.2119265,35.04085,35.71015,1998.11
555,-68.16199231755125,31.45697030870052,2025-01-07,b'9283                            ',0.041993104,0.4296,0.8981657,34.59077,34.68815,1030.374
556,15.805,87.297,2025-01-07,b'P32800-19CH017                  ',12.090735,8.593,8.769047,34.493393,35.035,1984.5
559,-37.04275,91.54964,2025-01-08,b'8722                            ',6.8150334,5.882,3.79505,34.656944,35.1211,2013.56
560,-48.626385,144.28609833333334,2025-01-08,b'P44043-22AU001                  ',8.799972,9.428,2.1178205,34.559612,34.82706,1965.2
562,12.160095,46.11846666666667,2025-01-08,b'AI2600-21FR121                  ',13.604878,13.69,5.4295135,35.827953,36.455,1967.0
563,-43.4832,121.4006,2025-01-08,b'1074                            ',6.1201134,5.142,3.1049807,34.541805,34.712,1994.54
564,-38.9125,121.7873,2025-01-08,b'1091                            ',6.8705773,5.9624996,3.9189138,34.651173,35.435,1998.57
565,-46.037085,43.42592166666667,2025-01-08,b'AI2600-20DE019                  ',3.4403465,2.818,1.391536,34.41061,34.759,1986.1
566,-36.282,82.837,2025-01-08,b'8715                            ',10.715593,11.124,2.850137,34.882946,35.28113,1998.21
568,-16.76263,106.63703,2025-01-08,b'8862                            ',7.788684,5.2720003,6.436733,34.761528,35.65404,1999.72
570,-37.499,66.497,2025-01-08,b'8696                            ',11.43442,12.3615,2.4484,35.001415,35.33424,1599.06
571,-47.13783,20.98926,2025-01-08,b'8613                            ',2.8646457,2.604,0.7574627,34.449936,34.7674,2004.04
572,-38.639,117.183,2025-01-08,b'7770                            ',9.910666,9.662,2.5762963,34.760426,35.283,1699.25
573,-42.58754833333333,30.982735,2025-01-08,b'AI2632-24DE004                  ',6.11224,4.2405,3.7383819,34.586533,34.816,2018.2
574,11.395163333333333,84.325045,2025-01-08,b'AI2632-23DE006                  ',9.85199,8.715,6.0042114,34.856388,35.046,1987.5
575,-33.5439,40.8917,2025-01-08,b'0839                            ',9.194855,8.4655,4.9939003,34.86575,35.628,1948.51
576,-52.289406,101.772858,2025-01-08,b'8673                            ',2.2990465,2.3076,0.54059476,34.529522,34.74468,1992.49
577,-1.5021666666666667,57.178821666666664,2025-01-08,b'AI2600-18FR112                  ',10.271548,8.954,6.2954526,32.325726,32.454,1982.1
578,-43.11112333333333,76.430965,2025-01-08,b'AI2600-22DE002                  ',5.391542,3.965,3.01194,34.473557,34.733,2001.3
579,-23.234863333333333,55.47448833333333,2025-01-08,b'AI2600-22AU012                  ',8.931942,6.1365004,6.9118266,34.835167,35.626,2019.7
581,-39.6302,114.2314,2025-01-08,b'9785                            ',9.47055,9.597,2.01212,34.659042,34.84093,1599.44
582,-32.719,66.948,2025-01-08,b'7172                            ',14.177962,13.681,3.7838995,2.3360384,2.399,997.5
584,-64.19655333333333,22.464205,2025-01-08,b'AI2600-20EU001                  ',0.23820369,0.5755,1.013584,34.48496,34.6968,2012.0
585,-27.54782,107.1996,2025-01-08,b'8511                            ',7.0526953,3.995,5.4406505,34.781727,35.9518,2011.16
586,-66.1544189453125,34.15462112426758,2025-01-08,b'9025                            ',0.07462255,0.2179,0.6742043,34.618927,34.6834,1996.59
587,-47.03951644897461,124.37672424316406,2025-01-08,b'9022                            ',6.233095,5.8636,2.8788733,34.524307,34.6883,1996.09
588,-15.2918,76.2891,2025-01-08,b'0860                            ',8.326444,6.2465,5.745713,34.81388,35.693,2000.7
589,-11.9392751,95.0410229,2025-01-08,b'11102                           ',8.417753,5.94,6.2668138,34.6842,34.90116,1988.96
590,-34.55404,69.16943,2025-01-08,b'7298                            ',11.812891,11.9885,3.4162579,28.826494,29.237,1013.64
591,-22.0884,75.6049,2025-01-08,b'1322                            ',8.299341,5.0635,6.384351,34.83012,35.739,1989.3
592,-41.90901,43.08782166666666,2025-01-08,b'AI2600-21DE009                  ',4.3686028,3.301,2.3885376,34.45897,34.769,2001.1
593,-23.628215,110.59091333333333,2025-01-08,b'AI2632-24DE010                  ',10.487537,5.758,8.403206,34.80341,35.727,1988.9
596,1.5,79.75,2025-01-08,b'23025                           ',11.826326,8.532499,9.06612,34.93482,35.227,2029.7
599,12.9,70.03333333333333,2025-01-08,b'23021                           ',12.376431,10.1385,8.098748,35.35593,36.407,2005.0
600,4.816666666666666,81.21666666666667,2025-01-08,b'23013                           ',12.89201,9.160999,9.3432255,34.949116,35.47276,1877.3
602,6.840903333333333,91.10529333333334,2025-01-08,b'AI2600-24DE003                  ',10.754749,7.958,7.8959374,34.879112,35.38,1997.8
603,-23.379,73.1624,2025-01-08,b'10216                           ',12.3881035,11.2425,5.5185757,35.01657,35.751,1899.58
607,-23.032623333333333,93.48966,2025-01-08,b'P43244-24DE003                  ',13.179042,12.041,7.3108363,35.10844,35.811,1990.5
